id,easting,northing,lat,lon,ws10,ws25,ws45
959,200500,74500,50.53094461,-4.822369466,4.6,5.4,6.1
960,201500,74500,50.53128563,-4.808275709,5.2,5.8,6.4
961,202500,74500,50.53162495,-4.79418168,5.1,5.8,6.4
962,203500,74500,50.53196257,-4.780087381,4.3,5.3,6
963,204500,74500,50.53229848,-4.765992813,4.7,5.5,6.2
964,205500,74500,50.53263269,-4.751897977,5.4,6.2,6.7
965,206500,74500,50.53296519,-4.737802875,5.7,6.4,6.8
966,207500,74500,50.53329599,-4.723707509,5.1,5.8,6.4
967,208500,74500,50.53362508,-4.709611879,4.1,5.1,5.7
968,209500,74500,50.53395247,-4.695515986,4.4,5.4,6.1
969,210500,74500,50.53427815,-4.681419833,5.6,6.3,6.9
970,211500,74500,50.53460213,-4.667323421,5.9,6.6,7.1
971,212500,74500,50.5349244,-4.653226751,5.9,6.7,7.2
972,213500,74500,50.53524497,-4.639129824,6.1,6.9,7.4
973,214500,74500,50.53556383,-4.625032641,6,6.8,7.3
974,215500,74500,50.53588099,-4.610935205,6,6.8,7.4
975,216500,74500,50.53619644,-4.596837516,6.5,7.2,7.7
976,217500,74500,50.53651019,-4.582739575,6.4,7.1,7.6
977,218500,74500,50.53682223,-4.568641385,6,6.8,7.4
978,219500,74500,50.53713257,-4.554542946,5.8,6.6,7.2
979,220500,74500,50.5374412,-4.540444261,5.3,6.2,6.8
980,221500,74500,50.53774812,-4.526345329,5.8,6.6,7.2
981,222500,74500,50.53805334,-4.512246152,6.9,7.5,7.9
982,223500,74500,50.53835686,-4.498146733,7.1,7.8,8.2
983,224500,74500,50.53865866,-4.484047072,7.2,7.9,8.3
984,225500,74500,50.53895877,-4.46994717,7.5,8.1,8.4
985,226500,74500,50.53925716,-4.455847029,6.2,6.9,7.4
986,227500,74500,50.53955385,-4.441746651,4.5,5.4,6
987,228500,74500,50.53984884,-4.427646036,4.1,4.9,5.6
988,229500,74500,50.54014211,-4.413545187,4.5,5.3,6
989,230500,74500,50.54043368,-4.399444103,5.3,6,6.5
990,231500,74500,50.54072355,-4.385342788,5.5,6.2,6.7
991,232500,74500,50.54101171,-4.371241241,5.8,6.5,7
992,233500,74500,50.54129816,-4.357139465,6.3,6.9,7.3
993,234500,74500,50.54158291,-4.343037461,6,6.7,7.1
994,235500,74500,50.54186595,-4.32893523,5.4,6.1,6.7
995,236500,74500,50.54214728,-4.314832773,5.1,5.8,6.4
996,237500,74500,50.5424269,-4.300730093,4.5,5.3,5.9
997,238500,74500,50.54270482,-4.286627189,3.6,4.5,5.2
998,239500,74500,50.54298103,-4.272524064,3.1,3.9,4.7
999,185500,73500,50.5166434,-5.033166065,5.8,6.5,7.1
1000,186500,73500,50.51700986,-5.01907921,6,6.7,7.3
1001,187500,73500,50.51737462,-5.004992063,6.1,6.7,7.3
1002,188500,73500,50.51773768,-4.990904627,5.8,6.5,7.2
1003,189500,73500,50.51809903,-4.976816901,5.7,6.3,7
1004,190500,73500,50.51845868,-4.962728888,5.7,6.3,7
1005,191500,73500,50.51881663,-4.948640588,5.2,5.9,6.6
1006,192500,73500,50.51917287,-4.934552003,5.1,5.7,6.4
1007,193500,73500,50.51952742,-4.920463135,5.2,5.8,6.5
1008,194500,73500,50.51988026,-4.906373985,4.7,5.6,6.3
1009,195500,73500,50.52023139,-4.892284553,5,5.8,6.5
1010,196500,73500,50.52058082,-4.878194842,5.2,5.9,6.6
1011,197500,73500,50.52092855,-4.864104853,4.9,5.6,6.3
1012,198500,73500,50.52127458,-4.850014588,4.5,5.3,5.9
1013,199500,73500,50.5216189,-4.835924046,4.6,5.4,6
1014,200500,73500,50.52196152,-4.821833231,5.3,6,6.5
1015,201500,73500,50.52230244,-4.807742143,5.3,6,6.5
1016,202500,73500,50.52264165,-4.793650783,4.7,5.5,6.2
1017,203500,73500,50.52297916,-4.779559153,5.1,5.8,6.4
1018,204500,73500,50.52331496,-4.765467255,5.7,6.3,6.9
1019,205500,73500,50.52364906,-4.751375089,5.7,6.4,6.9
1020,206500,73500,50.52398146,-4.737282658,5.8,6.5,6.9
1021,207500,73500,50.52431215,-4.723189961,5.2,5.9,6.5
1022,208500,73500,50.52464114,-4.709097001,4,4.9,5.6
1023,209500,73500,50.52496842,-4.69500378,4.4,5.3,6
1024,210500,73500,50.525294,-4.680910298,5.1,5.9,6.5
1025,211500,73500,50.52561788,-4.666816556,5.3,6.1,6.8
1026,212500,73500,50.52594005,-4.652722557,6.2,6.9,7.4
1027,213500,73500,50.52626051,-4.638628301,6.4,7.1,7.6
1028,214500,73500,50.52657928,-4.62453379,6,6.8,7.3
1029,215500,73500,50.52689633,-4.610439025,5.9,6.7,7.3
1030,216500,73500,50.52721169,-4.596344008,6.4,7.1,7.6
1031,217500,73500,50.52752533,-4.58224874,6.1,6.9,7.5
1032,218500,73500,50.52783728,-4.568153221,6.3,7.1,7.6
1033,219500,73500,50.52814751,-4.554057455,6.4,7.1,7.6
1034,220500,73500,50.52845605,-4.539961441,5.1,6,6.7
1035,221500,73500,50.52876287,-4.525865182,4.8,5.7,6.5
1036,222500,73500,50.529068,-4.511768679,6.4,7.1,7.6
1037,223500,73500,50.52937141,-4.497671932,7,7.7,8.1
1038,224500,73500,50.52967313,-4.483574944,7.4,8,8.4
1039,225500,73500,50.52997313,-4.469477716,7.4,8.1,8.5
1040,226500,73500,50.53027143,-4.455380248,5.5,6.3,7
1041,227500,73500,50.53056803,-4.441282543,4.4,5.2,5.9
1042,228500,73500,50.53086292,-4.427184602,4.1,4.8,5.5
1043,229500,73500,50.5311561,-4.413086427,4.1,4.9,5.5
1044,230500,73500,50.53144758,-4.398988017,4.3,5.2,5.8
1045,231500,73500,50.53173736,-4.384889376,4.7,5.5,6.2
1046,232500,73500,50.53202542,-4.370790504,5.5,6.2,6.7
1047,233500,73500,50.53231178,-4.356691402,5.9,6.6,7.1
1048,234500,73500,50.53259644,-4.342592072,6.3,6.9,7.3
1049,235500,73500,50.53287939,-4.328492516,5.1,6,6.6
1050,236500,73500,50.53316063,-4.314392734,4.2,5.1,5.8
1051,237500,73500,50.53344017,-4.300292729,4,4.8,5.6
1052,238500,73500,50.533718,-4.286192501,3.5,4.4,5.1
1053,240500,73500,50.53426854,-4.257991382,3.5,4.4,5.1
1054,185500,72500,50.50766198,-5.032590108,5.7,6.4,7.1
1055,186500,72500,50.50802833,-5.018505918,5.8,6.5,7.2
1056,187500,72500,50.50839297,-5.004421437,6.1,6.7,7.3
1057,188500,72500,50.50875591,-4.990336665,6.1,6.7,7.3
1058,189500,72500,50.50911715,-4.976251605,5.8,6.5,7.1
1059,190500,72500,50.50947669,-4.962166257,5.5,6.2,6.9
1060,191500,72500,50.50983452,-4.948080624,5.1,5.8,6.5
1061,192500,72500,50.51019065,-4.933994705,5.2,5.9,6.6
1062,193500,72500,50.51054508,-4.919908503,5.6,6.2,6.8
1063,194500,72500,50.51089781,-4.905822019,5.6,6.2,6.9
1064,195500,72500,50.51124883,-4.891735255,5.6,6.4,6.9
1065,196500,72500,50.51159816,-4.877648211,6,6.6,7.1
1066,197500,72500,50.51194577,-4.863560889,5.4,6.1,6.6
1067,198500,72500,50.51229169,-4.84947329,4.4,5.3,5.9
1068,199500,72500,50.5126359,-4.835385416,4.4,5.2,5.9
1069,200500,72500,50.51297841,-4.821297269,5,5.7,6.3
1070,201500,72500,50.51331922,-4.807208848,4.6,5.4,6.1
1071,202500,72500,50.51365833,-4.793120156,4.8,5.6,6.2
1072,203500,72500,50.51399573,-4.779031195,5.5,6.1,6.7
1073,204500,72500,50.51433142,-4.764941965,5.3,6,6.6
1074,205500,72500,50.51466542,-4.750852468,5.4,6.1,6.7
1075,206500,72500,50.51499771,-4.736762705,5.3,6,6.6
1076,207500,72500,50.5153283,-4.722672677,5.1,5.8,6.4
1077,208500,72500,50.51565718,-4.708582386,4.1,5.1,5.8
1078,209500,72500,50.51598436,-4.694491834,4.2,5.2,5.9
1079,210500,72500,50.51630984,-4.680401021,4.8,5.7,6.4
1080,211500,72500,50.51663361,-4.666309949,5.7,6.4,7
1081,212500,72500,50.51695568,-4.65221862,6.7,7.3,7.8
1082,213500,72500,50.51727604,-4.638127034,6.4,7.1,7.6
1083,214500,72500,50.5175947,-4.624035193,5.8,6.6,7.2
1084,215500,72500,50.51791166,-4.609943098,5.9,6.7,7.3
1085,216500,72500,50.51822691,-4.595850751,6.3,7,7.5
1086,217500,72500,50.51854046,-4.581758153,6.1,6.9,7.5
1087,218500,72500,50.5188523,-4.567665306,6.7,7.3,7.8
1088,219500,72500,50.51916244,-4.55357221,6.7,7.3,7.8
1089,220500,72500,50.51947088,-4.539478868,5.3,6.2,6.9
1090,221500,72500,50.51977761,-4.52538528,4.8,5.7,6.5
1091,222500,72500,50.52008263,-4.511291448,5.7,6.5,7.1
1092,223500,72500,50.52038596,-4.497197373,5.8,6.7,7.4
1093,224500,72500,50.52068757,-4.483103056,7.3,8,8.3
1094,225500,72500,50.52098748,-4.4690085,7.6,8.2,8.5
1095,226500,72500,50.52128569,-4.454913705,5.7,6.6,7.3
1096,227500,72500,50.52158219,-4.440818672,4.4,5.4,6.1
1097,228500,72500,50.52187699,-4.426723403,4.2,5.1,5.7
1098,229500,72500,50.52217008,-4.4126279,3.9,4.7,5.4
1099,230500,72500,50.52246147,-4.398532163,3.7,4.5,5.2
1100,231500,72500,50.52275115,-4.384436195,4.2,5,5.7
1101,232500,72500,50.52303912,-4.370339995,5,5.7,6.3
1102,233500,72500,50.52332539,-4.356243567,5.2,6,6.6
1103,234500,72500,50.52360996,-4.342146911,6,6.6,7.1
1104,235500,72500,50.52389282,-4.328050028,6.3,6.9,7.3
1105,236500,72500,50.52417397,-4.31395292,5.5,6.3,6.9
1106,237500,72500,50.52445342,-4.299855588,5.3,6.1,6.7
1107,238500,72500,50.52473116,-4.285758033,5.1,5.9,6.6
1108,239500,72500,50.5250072,-4.271660258,4.5,5.4,6.1
1109,240500,72500,50.52528153,-4.257562263,5.3,6,6.6
1110,241500,72500,50.52555415,-4.243464049,5.3,6,6.5
1111,184500,71500,50.49831261,-5.046095677,5.9,6.5,7.1
1112,185500,71500,50.49868054,-5.032014444,5.9,6.6,7.3
1113,186500,71500,50.49904677,-5.017932918,5.7,6.4,7.1
1114,187500,71500,50.4994113,-5.0038511,5.7,6.4,7.1
1115,188500,71500,50.49977413,-4.989768993,6.1,6.7,7.4
1116,189500,71500,50.50013525,-4.975686597,6.1,6.7,7.3
1117,190500,71500,50.50049467,-4.961603913,5.7,6.3,7
1118,191500,71500,50.50085239,-4.947520944,5.2,5.9,6.6
1119,192500,71500,50.50120841,-4.933437691,4.9,5.7,6.4
1120,193500,71500,50.50156273,-4.919354154,5.6,6.2,6.9
1121,194500,71500,50.50191534,-4.905270335,6.2,6.7,7.3
1122,195500,71500,50.50226626,-4.891186236,6,6.7,7.2
1123,196500,71500,50.50261547,-4.877101857,5.5,6.3,6.9
1124,197500,71500,50.50296298,-4.863017201,4.7,5.5,6.2
1125,198500,71500,50.50330878,-4.848932268,4.3,5.3,5.9
1126,199500,71500,50.50365289,-4.83484706,4.7,5.5,6.1
1127,200500,71500,50.50399529,-4.820761579,4.3,5.2,5.8
1128,201500,71500,50.50433599,-4.806675825,4.4,5.3,5.9
1129,202500,71500,50.50467499,-4.7925898,5.1,5.8,6.4
1130,203500,71500,50.50501228,-4.778503505,5.1,5.9,6.5
1131,204500,71500,50.50534787,-4.764416942,5.4,6.1,6.7
1132,205500,71500,50.50568176,-4.750330112,5.3,6,6.6
1133,206500,71500,50.50601394,-4.736243016,4.2,5.2,5.9
1134,207500,71500,50.50634443,-4.722155656,4.6,5.5,6.2
1135,208500,71500,50.50667321,-4.708068033,5.3,6.1,6.7
1136,209500,71500,50.50700028,-4.693980148,5.4,6.2,6.8
1137,210500,71500,50.50732566,-4.679892004,5.7,6.4,7
1138,211500,71500,50.50764932,-4.6658036,6.2,6.9,7.4
1139,212500,71500,50.50797129,-4.651714939,6.6,7.2,7.7
1140,213500,71500,50.50829155,-4.637626021,6.6,7.3,7.7
1141,214500,71500,50.50861011,-4.623536849,6.1,6.9,7.4
1142,215500,71500,50.50892697,-4.609447423,6.2,6.9,7.4
1143,216500,71500,50.50924212,-4.595357746,6.4,7.1,7.6
1144,217500,71500,50.50955557,-4.581267817,6.4,7.2,7.7
1145,218500,71500,50.50986732,-4.567177639,6.5,7.2,7.7
1146,219500,71500,50.51017736,-4.553087213,6.1,6.9,7.5
1147,220500,71500,50.51048569,-4.53899654,6.2,6.9,7.4
1148,221500,71500,50.51079233,-4.524905622,5.7,6.5,7.1
1149,222500,71500,50.51109725,-4.51081446,5.2,6,6.7
1150,223500,71500,50.51140048,-4.496723055,5.4,6.3,7
1151,224500,71500,50.511702,-4.482631409,7,7.7,8.1
1152,225500,71500,50.51200182,-4.468539523,7.9,8.4,8.7
1153,226500,71500,50.51229993,-4.454447398,7.5,8.1,8.4
1154,227500,71500,50.51259634,-4.440355036,5.8,6.7,7.2
1155,228500,71500,50.51289104,-4.426262439,4.9,5.8,6.4
1156,229500,71500,50.51318404,-4.412169607,4.4,5.3,5.9
1157,230500,71500,50.51347533,-4.398076541,4,4.8,5.5
1158,231500,71500,50.51376492,-4.383983244,4,4.8,5.4
1159,232500,71500,50.5140528,-4.369889716,4.6,5.4,6
1160,233500,71500,50.51433898,-4.35579596,5.3,6,6.5
1161,234500,71500,50.51462346,-4.341701975,5.4,6.2,6.7
1162,235500,71500,50.51490623,-4.327607764,5.9,6.7,7.2
1163,236500,71500,50.51518729,-4.313513328,6.8,7.5,7.8
1164,237500,71500,50.51546665,-4.299418669,7.2,7.8,8.1
1165,238500,71500,50.51574431,-4.285323787,7,7.6,8
1166,239500,71500,50.51602025,-4.271228684,6.8,7.4,7.8
1167,240500,71500,50.5162945,-4.257133362,6.9,7.4,7.7
1168,241500,71500,50.51656704,-4.243037821,6.4,7,7.4
1169,242500,71500,50.51683787,-4.228942064,5.3,6,6.5
1170,243500,71500,50.517107,-4.214846091,4.5,5.3,5.9
1171,184500,70500,50.48933127,-5.045517644,5.8,6.5,7.1
1172,185500,70500,50.48969909,-5.031439072,6.2,6.9,7.5
1173,186500,70500,50.4900652,-5.017360208,6.1,6.8,7.4
1174,187500,70500,50.49042961,-5.003281053,5.7,6.4,7.1
1175,188500,70500,50.49079232,-4.989201609,5.7,6.4,7.1
1176,189500,70500,50.49115333,-4.975121876,5.9,6.6,7.2
1177,190500,70500,50.49151264,-4.961041855,5.8,6.5,7.1
1178,191500,70500,50.49187025,-4.946961549,5.3,6,6.7
1179,192500,70500,50.49222615,-4.932880959,4.8,5.6,6.4
1180,193500,70500,50.49258036,-4.918800086,5.3,6,6.8
1181,194500,70500,50.49293286,-4.904718931,5.9,6.6,7.2
1182,195500,70500,50.49328366,-4.890637496,5.9,6.6,7.2
1183,196500,70500,50.49363276,-4.876555781,5,5.9,6.6
1184,197500,70500,50.49398016,-4.862473789,4.6,5.5,6.3
1185,198500,70500,50.49432586,-4.848391521,5.1,5.9,6.5
1186,199500,70500,50.49466985,-4.834308978,5.3,6,6.6
1187,200500,70500,50.49501215,-4.820226161,4.3,5.3,6
1188,201500,70500,50.49535274,-4.806143072,5.2,5.8,6.4
1189,202500,70500,50.49569163,-4.792059713,5.4,6.1,6.7
1190,203500,70500,50.49602881,-4.777976083,5.7,6.4,6.9
1191,204500,70500,50.4963643,-4.763892186,5.9,6.5,7
1192,205500,70500,50.49669808,-4.749808022,4.8,5.7,6.3
1193,206500,70500,50.49703016,-4.735723592,4.6,5.5,6.2
1194,207500,70500,50.49736054,-4.721638898,5.6,6.4,6.9
1195,208500,70500,50.49768921,-4.707553941,6.2,6.9,7.4
1196,209500,70500,50.49801619,-4.693468723,6.7,7.3,7.7
1197,210500,70500,50.49834146,-4.679383245,6.5,7.1,7.5
1198,211500,70500,50.49866502,-4.665297508,5.9,6.7,7.2
1199,212500,70500,50.49898689,-4.651211514,6,6.8,7.3
1200,213500,70500,50.49930705,-4.637125264,6.6,7.3,7.7
1201,214500,70500,50.49962551,-4.623038759,6.4,7.1,7.6
1202,215500,70500,50.49994226,-4.608952001,6.2,6.9,7.4
1203,216500,70500,50.50025731,-4.594864991,5.9,6.7,7.3
1204,217500,70500,50.50057066,-4.58077773,6.4,7.1,7.6
1205,218500,70500,50.50088231,-4.56669022,6.4,7.1,7.6
1206,219500,70500,50.50119225,-4.552602462,5.9,6.8,7.4
1207,220500,70500,50.50150049,-4.538514457,6.5,7.2,7.6
1208,221500,70500,50.50180703,-4.524426208,6.4,7.1,7.5
1209,222500,70500,50.50211186,-4.510337714,5.3,6.2,6.8
1210,223500,70500,50.50241499,-4.496248978,5.7,6.5,7.1
1211,224500,70500,50.50271641,-4.482160001,6.5,7.3,7.8
1212,225500,70500,50.50301613,-4.468070784,7.1,7.7,8.2
1213,226500,70500,50.50331415,-4.453981329,7.7,8.2,8.5
1214,227500,70500,50.50361046,-4.439891637,7.4,8,8.2
1215,228500,70500,50.50390507,-4.425801709,6.3,7,7.5
1216,229500,70500,50.50419798,-4.411711546,5.6,6.4,6.9
1217,230500,70500,50.50448918,-4.397621151,4.9,5.7,6.3
1218,231500,70500,50.50477868,-4.383530524,4.4,5.2,5.8
1219,232500,70500,50.50506647,-4.369439666,4.8,5.5,6.1
1220,233500,70500,50.50535256,-4.35534858,5.2,5.9,6.4
1221,234500,70500,50.50563694,-4.341257266,4.9,5.7,6.3
1222,235500,70500,50.50591962,-4.327165726,5.1,6,6.7
1223,236500,70500,50.5062006,-4.313073961,7,7.5,7.9
1224,237500,70500,50.50647987,-4.298981973,6.7,7.4,7.8
1225,238500,70500,50.50675743,-4.284889762,6.1,6.9,7.4
1226,239500,70500,50.5070333,-4.27079733,6.1,6.7,7.2
1227,240500,70500,50.50730745,-4.256704679,5.8,6.5,7
1228,241500,70500,50.5075799,-4.24261181,6,6.6,7.1
1229,242500,70500,50.50785065,-4.228518724,5.4,6.1,6.5
1230,243500,70500,50.50811969,-4.214425423,4.2,5,5.7
1231,184500,69500,50.48034992,-5.044939904,5.7,6.4,7.1
1232,185500,69500,50.48071761,-5.030863993,6.6,7.2,7.7
1233,186500,69500,50.48108361,-5.01678779,6.8,7.3,7.8
1234,187500,69500,50.4814479,-5.002711297,6.4,7,7.6
1235,188500,69500,50.4818105,-4.988634513,5.8,6.5,7.3
1236,189500,69500,50.4821714,-4.974557442,5.9,6.6,7.3
1237,190500,69500,50.48253059,-4.960480083,5.8,6.5,7.2
1238,191500,69500,50.48288808,-4.946402439,5.2,6,6.7
1239,192500,69500,50.48324388,-4.932324511,5.2,6,6.8
1240,193500,69500,50.48359797,-4.9182463,5.6,6.3,7
1241,194500,69500,50.48395036,-4.904167807,6.2,6.9,7.5
1242,195500,69500,50.48430105,-4.890089034,6.6,7.3,7.7
1243,196500,69500,50.48465004,-4.876009983,6.3,7,7.5
1244,197500,69500,50.48499733,-4.861930654,6.1,6.8,7.4
1245,198500,69500,50.48534292,-4.847851049,6.1,6.8,7.3
1246,199500,69500,50.4856868,-4.833771169,5.5,6.2,6.8
1247,200500,69500,50.48602899,-4.819691016,5.3,6,6.6
1248,201500,69500,50.48636947,-4.805610591,5.2,5.8,6.4
1249,202500,69500,50.48670825,-4.791529895,5,5.8,6.4
1250,203500,69500,50.48704533,-4.77744893,6.2,6.7,7.1
1251,204500,69500,50.48738071,-4.763367697,5.9,6.5,7
1252,205500,69500,50.48771438,-4.749286197,4.7,5.6,6.2
1253,206500,69500,50.48804636,-4.735204432,5.2,6,6.6
1254,207500,69500,50.48837663,-4.721122403,5.9,6.6,7.1
1255,208500,69500,50.4887052,-4.707040111,6.5,7.2,7.7
1256,209500,69500,50.48903207,-4.692957558,6.9,7.5,7.9
1257,210500,69500,50.48935724,-4.678874745,6.2,6.9,7.4
1258,211500,69500,50.4896807,-4.664791674,5.3,6.1,6.8
1259,212500,69500,50.49000246,-4.650708345,5.5,6.3,6.9
1260,213500,69500,50.49032252,-4.636624761,6.1,6.9,7.4
1261,214500,69500,50.49064088,-4.622540922,6.1,6.8,7.3
1262,215500,69500,50.49095754,-4.60845683,5.7,6.5,7
1263,216500,69500,50.49127249,-4.594372486,5.6,6.3,6.9
1264,217500,69500,50.49158574,-4.580287892,5.8,6.5,7.1
1265,218500,69500,50.49189729,-4.566203049,5.9,6.8,7.3
1266,219500,69500,50.49220713,-4.552117958,6.4,7.1,7.6
1267,220500,69500,50.49251527,-4.53803262,6.3,7,7.5
1268,221500,69500,50.49282171,-4.523947038,6.1,6.8,7.3
1269,222500,69500,50.49312644,-4.509861211,5.8,6.6,7.2
1270,223500,69500,50.49342948,-4.495775143,6.2,6.9,7.4
1271,224500,69500,50.49373081,-4.481688834,6.5,7.2,7.6
1272,225500,69500,50.49403043,-4.467602285,5.8,6.7,7.3
1273,226500,69500,50.49432835,-4.453515497,5.8,6.7,7.4
1274,227500,69500,50.49462457,-4.439428473,6.8,7.5,7.9
1275,228500,69500,50.49491909,-4.425341213,7.1,7.6,7.9
1276,229500,69500,50.4952119,-4.411253719,6.5,7.1,7.5
1277,230500,69500,50.49550301,-4.397165992,6,6.7,7.1
1278,231500,69500,50.49579242,-4.383078034,5.1,5.9,6.5
1279,232500,69500,50.49608012,-4.368989845,4.2,5,5.7
1280,233500,69500,50.49636611,-4.354901428,3.9,4.8,5.5
1281,234500,69500,50.49665041,-4.340812783,4.5,5.4,6
1282,235500,69500,50.496933,-4.326723913,5.6,6.3,6.8
1283,236500,69500,50.49721388,-4.312634817,6.2,6.9,7.4
1284,237500,69500,50.49749307,-4.298545498,5.4,6.3,7
1285,238500,69500,50.49777055,-4.284455957,4.9,5.8,6.5
1286,239500,69500,50.49804632,-4.270366196,4.3,5.3,6
1287,240500,69500,50.49832039,-4.256276215,4.1,5,5.7
1288,241500,69500,50.49859275,-4.242186016,4.4,5.3,5.9
1289,242500,69500,50.49886342,-4.228095601,4.6,5.4,5.9
1290,243500,69500,50.49913237,-4.21400497,3.9,4.7,5.3
1291,184500,68500,50.47136854,-5.044362458,5.8,6.5,7.2
1292,185500,68500,50.47173612,-5.030289207,6.6,7.2,7.8
1293,186500,68500,50.472102,-5.016215663,6.7,7.2,7.8
1294,187500,68500,50.47246618,-5.002141829,6.5,7.1,7.7
1295,188500,68500,50.47282866,-4.988067706,6.5,7.1,7.7
1296,189500,68500,50.47318944,-4.973993294,6.6,7.2,7.7
1297,190500,68500,50.47354852,-4.959918596,6.4,7,7.7
1298,191500,68500,50.4739059,-4.945843613,6.1,6.7,7.4
1299,192500,68500,50.47426158,-4.931768345,6.6,7.1,7.7
1300,193500,68500,50.47461556,-4.917692795,6.8,7.4,7.9
1301,194500,68500,50.47496784,-4.903616964,7.2,7.7,8.2
1302,195500,68500,50.47531842,-4.889540852,7.4,7.8,8.2
1303,196500,68500,50.4756673,-4.875464462,7.3,7.8,8.2
1304,197500,68500,50.47601448,-4.861387795,7.1,7.6,8
1305,198500,68500,50.47635995,-4.847310852,6.6,7.2,7.7
1306,199500,68500,50.47670373,-4.833233634,6.4,7,7.5
1307,200500,68500,50.47704581,-4.819156143,6,6.6,7.1
1308,201500,68500,50.47738618,-4.80507838,4.6,5.5,6.2
1309,202500,68500,50.47772486,-4.791000347,5.1,5.8,6.4
1310,203500,68500,50.47806183,-4.776922045,5.4,6.1,6.6
1311,204500,68500,50.4783971,-4.762843474,4.6,5.5,6.1
1312,205500,68500,50.47873067,-4.748764637,4.5,5.4,6.1
1313,206500,68500,50.47906254,-4.734685536,5.1,5.9,6.5
1314,207500,68500,50.47939271,-4.72060617,5.8,6.6,7.1
1315,208500,68500,50.47972117,-4.706526542,6.7,7.3,7.7
1316,209500,68500,50.48004794,-4.692446653,6.4,7.1,7.5
1317,210500,68500,50.480373,-4.678366504,5.4,6.2,6.9
1318,211500,68500,50.48069636,-4.664286097,4.8,5.8,6.5
1319,212500,68500,50.48101802,-4.650205432,5.2,6,6.6
1320,213500,68500,50.48133798,-4.636124513,5.7,6.4,6.9
1321,214500,68500,50.48165624,-4.622043338,5.5,6.2,6.8
1322,215500,68500,50.48197279,-4.607961911,4.5,5.5,6.2
1323,216500,68500,50.48228765,-4.593880232,4.9,5.8,6.4
1324,217500,68500,50.4826008,-4.579798303,5.2,6,6.7
1325,218500,68500,50.48291224,-4.565716125,5.4,6.2,6.8
1326,219500,68500,50.48322199,-4.5516337,6,6.7,7.2
1327,220500,68500,50.48353003,-4.537551028,5.4,6.2,6.8
1328,221500,68500,50.48383637,-4.523468111,5.1,6,6.7
1329,222500,68500,50.48414101,-4.509384951,6,6.7,7.2
1330,223500,68500,50.48444395,-4.495301549,6.1,6.8,7.3
1331,224500,68500,50.48474518,-4.481217905,5.9,6.7,7.2
1332,225500,68500,50.48504471,-4.467134023,5.1,6,6.6
1333,226500,68500,50.48534254,-4.453049902,5,5.8,6.5
1334,227500,68500,50.48563867,-4.438965545,5.5,6.3,6.9
1335,228500,68500,50.48593309,-4.424880952,5.8,6.6,7.1
1336,229500,68500,50.48622581,-4.410796125,5.8,6.5,7
1337,230500,68500,50.48651682,-4.396711065,6.2,6.8,7.3
1338,231500,68500,50.48680614,-4.382625774,5.8,6.5,7
1339,232500,68500,50.48709375,-4.368540253,4.5,5.4,6
1340,233500,68500,50.48737966,-4.354454504,3.9,4.7,5.4
1341,234500,68500,50.48766386,-4.340368527,4.2,5.1,5.8
1342,235500,68500,50.48794636,-4.326282324,5.2,6,6.5
1343,236500,68500,50.48822716,-4.312195897,5.8,6.5,7
1344,237500,68500,50.48850625,-4.298109246,6.1,6.8,7.3
1345,238500,68500,50.48878364,-4.284022374,5.7,6.4,7
1346,239500,68500,50.48905933,-4.269935281,4.8,5.6,6.3
1347,240500,68500,50.48933331,-4.255847968,4.2,5.1,5.8
1348,241500,68500,50.48960559,-4.241760438,4.1,4.9,5.5
1349,242500,68500,50.48987616,-4.227672692,3.9,4.7,5.3
1350,243500,68500,50.49014503,-4.213584731,4,4.7,5.3
1351,184500,67500,50.46238714,-5.043785305,5.6,6.3,7
1352,185500,67500,50.46275461,-5.029714712,5.8,6.5,7.2
1353,186500,67500,50.46312037,-5.015643827,5.8,6.5,7.2
1354,187500,67500,50.46348444,-5.001572651,5.6,6.4,7.1
1355,188500,67500,50.4638468,-4.987501186,6.2,6.8,7.5
1356,189500,67500,50.46420747,-4.973429434,6.9,7.4,8
1357,190500,67500,50.46456643,-4.959357395,7.2,7.7,8.2
1358,191500,67500,50.4649237,-4.94528507,7.2,7.7,8.2
1359,192500,67500,50.46527927,-4.931212462,7,7.5,8
1360,193500,67500,50.46563314,-4.917139572,7,7.5,8.1
1361,194500,67500,50.4659853,-4.9030664,7,7.5,8
1362,195500,67500,50.46633577,-4.888992948,6.4,7.1,7.6
1363,196500,67500,50.46668454,-4.874919219,6.2,6.9,7.4
1364,197500,67500,50.46703161,-4.860845212,6,6.8,7.3
1365,198500,67500,50.46737698,-4.846770929,6.4,7,7.5
1366,199500,67500,50.46772064,-4.832696372,6.3,6.9,7.3
1367,200500,67500,50.46806261,-4.818621542,5.5,6.2,6.7
1368,201500,67500,50.46840288,-4.80454644,4.4,5.3,6
1369,202500,67500,50.46874144,-4.790471068,4.3,5.2,5.8
1370,203500,67500,50.46907831,-4.776395427,4,4.9,5.6
1371,204500,67500,50.46941347,-4.762319518,3.7,4.7,5.4
1372,205500,67500,50.46974694,-4.748243343,4.6,5.4,6.1
1373,206500,67500,50.4700787,-4.734166903,5.3,6.1,6.6
1374,207500,67500,50.47040877,-4.7200902,6.1,6.8,7.3
1375,208500,67500,50.47073713,-4.706013234,6.4,7.1,7.5
1376,209500,67500,50.47106379,-4.691936007,5.6,6.4,7
1377,210500,67500,50.47138875,-4.677858521,5.2,6,6.7
